Name,Date,Review_Title,Review_Text,Location,Rating
Sam Harrington,"December 21, 2022",Great service from Angelu today who…,Great service from Angelu today who helped me with a delivery issue.,IE,Rated 5 out of 5 stars
lou,"December 20, 2022",best help from Darlyn,I got the best help from Darlyn! Very kind and sweet and professionel in her job. THANKS!,DK,Rated 5 out of 5 stars
meg,"December 21, 2022",The advisor was lovely,"The advisor was lovely, very speedy and quick to help me out.",GB,Rated 5 out of 5 stars
paul,"December 21, 2022",Very helpful response,,GB,Rated 5 out of 5 stars
BG,"December 21, 2022",Very helpful,,GB,Rated 5 out of 5 stars
Katja Tobias,"December 21, 2022",Extremely quick and responsive!,Extremely quick and responsive!Resolved my issue promptly,GB,Rated 5 out of 5 stars
ROBA ALDAMMAS,"December 20, 2022",Good and nice👍,,SA,Rated 5 out of 5 stars
Coco,"December 21, 2022",Prompt service from John,,GB,Rated 5 out of 5 stars
Amber,"December 21, 2022",It was brilliant help quick and fast…,It was brilliant help quick and fast got all my problems and returns sorted!,GB,Rated 5 out of 5 stars
holly roberts,"December 21, 2022",Customer Service Efficient and Helpful,"I had an issue with a refund that was processed and missing an item I'd returned, I used the ASOS chat function to rectify this and was sorted within about 10 minutes which I consider pretty good given that its an extremely busy time during the holidays. Thank you Shazia for helping me fix this so quickly.",GB,Rated 5 out of 5 stars
Crossan,"December 21, 2022",Great customer service from Ma today,,GB,Rated 5 out of 5 stars
Mina De Pasquale,"December 21, 2022",Great customer service,Great customer service. My problem was resolved and I feel supported.,GB,Rated 5 out of 5 stars
olivia finnan,"December 21, 2022",Quick to help even when busy.,"Christmas is a busy time and I understand delays, but they were quick to help and had all the answers for me",GB,Rated 5 out of 5 stars
Mark Gregory,"December 21, 2022",Give Mazen a pay rise,Mazen is amazing customer service help rep and should be given a massive pay rise.,GB,Rated 5 out of 5 stars
Madail Jório Galvão Ferreira,"December 21, 2022",Return,"Great help, thank you so much for your help 🙏🏼",GB,Rated 5 out of 5 stars
Gemma,"December 21, 2022",Mary was fantastic,"Mary was fantastic. She looked into where my orders were and offered me a refund. Fantastic customer service! Have a great Christmas, Mary!",HK,Rated 5 out of 5 stars
customer,"December 21, 2022",Helpful and understandable.,Helpful and understandable.Mazen was professional and I didn’t have to wait for so long before one attended to me.,GB,Rated 5 out of 5 stars
Lauren Lavinia Haynes,"December 20, 2022",Helpful,"Helpful, quick to resolve my issue",BB,Rated 5 out of 5 stars
Penpa Sonam,"December 20, 2022",I got help with what i needed,"I got help with what i needed, it was easy and quick",US,Rated 5 out of 5 stars
Mariss Šķuburs,"December 20, 2022",My problem was solved in just 10…,My problem was solved in just 10 minutes!,LV,Rated 5 out of 5 stars
Stacy,"December 20, 2022",Marygrace was very kind and helpful,,US,Rated 5 out of 5 stars
Jessica,"November 30, 2022",I really love ASOS,"I really love ASOS. It’s always my first choice when I need some new clothing or footwear, wether it’s for pyjamas, underwear or something smart. The choice is amazing, there is something for everyone. They offer very generous discounts often, too. Thanks ASOS!",GB,Rated 5 out of 5 stars
Hayley Teasdale,"December 20, 2022",Very friendly and efficient service!,,GB,Rated 5 out of 5 stars
Emma Muir,"December 20, 2022",Mervyn was really helpful and…,"Mervyn was really helpful and charismatic after I was querying a faulty item I had received, he made the customer experience enjoyable!",GB,Rated 5 out of 5 stars
Emma,"December 19, 2022",I’m very pleased with the fast and…,I’m very pleased with the fast and professional response I’ve got from Melvin on my inquiry,SE,Rated 5 out of 5 stars
Sarah,"December 20, 2022",Very helpful with lost order,"Very helpful with lost order, easy and quick to communicate with.",IE,Rated 5 out of 5 stars
Naomi G,"December 19, 2022",best service,"Great customer service. So kind and friendly, received amazing service",SE,Rated 5 out of 5 stars
Lana,"December 19, 2022",Perfect cooperation,"Perfect cooperation , very fast answers",LV,Rated 5 out of 5 stars
Sophie,"December 20, 2022",Straight forward,"Straight forward, very helpful with a missing item",GB,Rated 5 out of 5 stars
Lucy,"December 19, 2022",prompt support,Edelyn is very professional and kind. the support was prompt and great! thank you so much!,CY,Rated 5 out of 5 stars
Fidan,"December 18, 2022",Good experience 😇,Very friendly person and did his best to help out :),SE,Rated 5 out of 5 stars
Shauna Grima,"December 19, 2022",Delayed refunds,"Customer care was very helpful, professional and patient.",MT,Rated 5 out of 5 stars
Jorge Iglesias,"December 20, 2022",The conversation was precise,"The conversation was precise. He kindly provided a 10% discount, upon my request, on my next order. And was able to edit my order for me to receive only the items needed in this order so I wouldn’t have to return the remaining that did not arrive in time.",US,Rated 5 out of 5 stars
Βασω Πλωτα,"December 19, 2022",Very helpful and polite,"Very helpful and polite. Making my evening. I just hope the refunds didn't take so long, it didn't take so long a few months ago.",GR,Rated 5 out of 5 stars
Maria Ressel,"December 19, 2022",Refund problem,"Perfect customer care, my problem with refund had been taken care of within minutes. I wish it was like that every time.",PL,Rated 5 out of 5 stars
Beri,"December 20, 2022",Great customer service,"No queues, great advisor (Keith) who immediately understood the issue and offered a solution. I have contacted them couple of times and their customer service is truly outstanding.",NL,Rated 5 out of 5 stars
Manon,"December 19, 2022",Super nice and helpt me a lot!,,GB,Rated 5 out of 5 stars
Shannon Thomas,"December 20, 2022",Amazing and efficient customer service,Amazing and efficient customer service. Truly are the best place to shop from simply due to there outstanding customer service,GB,Rated 5 out of 5 stars
zoe marie,"December 20, 2022",Nathalia was amazing at helping me sort…,Nathalia was amazing at helping me sort out getting some missing items immediately replaced.,GB,Rated 5 out of 5 stars
Edward,"December 19, 2022",Good service,Had trouble with returning my package because their return policy is within 14 days these days but customer service helped me just fine this time,NL,Rated 4 out of 5 stars
Vivianne,"December 19, 2022",very kind and quick assistance,very kind and quick assistance! Happy holidays!,NL,Rated 5 out of 5 stars
heeseon kim,"December 20, 2022",very very kind and easy to explain,,KR,Rated 5 out of 5 stars
Consumer,"December 20, 2022",Quick resolution,Issue resolved instantly.,GB,Rated 5 out of 5 stars
Mats,"December 19, 2022",Great service,"Great service, can take some time to get in touch with them, though.",NL,Rated 5 out of 5 stars
Noel Conlisk,"December 20, 2022",Nelson was very understanding and…,Nelson was very understanding and prompt with addressing my issues.,GB,Rated 5 out of 5 stars
Dionne,"December 20, 2022",Great attitude & willing to help,"Great attitude & willing to help. Overall great experience, thanks Ryan!",GB,Rated 5 out of 5 stars
Ana Tuta,"December 19, 2022",Always soo helpfull,,AT,Rated 5 out of 5 stars
Sarah,"December 20, 2022",Excellent Customer Care,Thank you for your excellent customer care Nathalia. You're a credit to ASOS!,GB,Rated 5 out of 5 stars
Lydia Wauchope,"December 20, 2022",Very quick and helpful,,GB,Rated 5 out of 5 stars
Evelina Viktoria Eliasson,"December 19, 2022",👍👍👍,Very good service!,SE,Rated 5 out of 5 stars
Rae-Anne Mc Dowall,"December 20, 2022",Kyla was helpful,"Kyla was helpful, polite and an all around pleasure to deal with",VC,Rated 5 out of 5 stars
Thais Rodrigues,"December 20, 2022",Very good attention and care about the…,Very good attention and care about the clients.,GB,Rated 5 out of 5 stars
Sarah,"December 19, 2022",Jeffery,"Jeffery, was patient and very understanding with me. he sorted everything out to the last detail and came into action with the delivery service that I am so happy with. you really earned all the stars from me.",NL,Rated 5 out of 5 stars
Cristian Olariu,"December 19, 2022",Great communication skills,"Great communication skills, very helpful.",GB,Rated 5 out of 5 stars
Ethan Done,"December 19, 2022",I’m grateful nice assisting thanks ☺️,,IL,Rated 5 out of 5 stars
Letta,"December 20, 2022",John was great at helping me to try and…,"John was great at helping me to try and sort out a hiccup with delivery! He did everything he could to assist me and, though there’s an ongoing enquiry to be resolved, John has been superb!!",GB,Rated 5 out of 5 stars
Nicole,"December 20, 2022",Mazen from Customer care was really…,Mazen from Customer care was really helpful. Thank you!,GB,Rated 4 out of 5 stars
Ciaran Raj,"December 20, 2022",Quick and concise,Quick and concise. Sauradh was spot on with help. Thx ASOs,GB,Rated 5 out of 5 stars
Cristina,"December 03, 2022","Great company, fast returns","Immediate delivery, very well packed items, brilliant customer service experience.",GB,Rated 5 out of 5 stars
Nina K,"December 15, 2022",Great Service,Great Service! Great Products!,US,Rated 4 out of 5 stars
Jade,"December 20, 2022",John is the person I spoke with and he…,John is the person I spoke with and he was very helpful and asked how I was which was very thoughtful,GB,Rated 5 out of 5 stars
Tamara Ammari,"December 19, 2022",Great and quick help,,JO,Rated 5 out of 5 stars
Keren Scott,"December 20, 2022",Excellent service,Very speedy response and dealt with my delayed return immediately. Very pleasant aswell.,GB,Rated 5 out of 5 stars
Lynda Molyneux,"December 20, 2022",Advisor was very friendly and helpful…,Advisor was very friendly and helpful and was able to answer my query quickly and efficiently,GB,Rated 5 out of 5 stars
Jess,"December 20, 2022",Quick response,"Quick response, issue resolved quickly! Love the chat robot as so much easier than emailing!",GB,Rated 5 out of 5 stars
La Bon Aesthetics,"December 19, 2022",As always great customer service,As always great customer service. So smooth,GB,Rated 5 out of 5 stars
Emma Conlon,"December 20, 2022",Raevyn was very friendly and had my…,Raevyn was very friendly and had my issue resolved withing 15 minutes. I accessed the service very early in the morning. Fantastic.,IE,Rated 5 out of 5 stars
Hannah Mitchell,"December 19, 2022",Farhannah was brilliant!!,Farhannah was brilliant!!Helped me with everything I needed. There was an issue with the return carrier misplacing my parcel and I had a big panic but all was resolved.,AU,Rated 5 out of 5 stars
Jo,"December 20, 2022",Mary was brilliant and couldn’t be more…,Mary was brilliant and couldn’t be more helpful,GB,Rated 5 out of 5 stars
Paul H,"December 20, 2022",My return was handled very politely and…,My return was handled very politely and efficiently. This company makes buying and occasionally returning very easy,GB,Rated 5 out of 5 stars
crysta baptiste,"December 19, 2022",Very patient help and  with every step !,,US,Rated 5 out of 5 stars
